question_id,temperature,k_threads,n_non_empty,qpd_jaccard,q1,q2,q3,q4
gaia-80,0.0,4,4,0.333333,nonindigenous crocodiles Florida 2000-2020 site:usgs.gov,nonindigenous crocodiles found in Florida 2000 to 2020 site:usgs.gov,nonindigenous crocodiles found in Florida 2000 to 2020 site:usgs.gov,nonindigenous crocodiles Florida 2000-2020 site:usgs.gov
gaia-80,0.3,4,4,0.276786,nonindigenous crocodiles Florida 2000 2020 site:usgs.gov,nonindigenous crocodiles Florida 2000 2020 site:usgs.gov,nonindigenous crocodiles found in Florida 2000-2020 site:usgs.gov,nonindigenous crocodiles found in Florida 2000 to 2020 site:usgs.gov
gaia-80,0.7,4,4,0.352183,nonindigenous crocodiles Florida 2000 2020 site:usgs.gov,nonindigenous crocodiles Florida 2000-2020 site:usgs.gov,nonindigenous crocodiles found in Florida 2000 to 2020 site:usgs.gov,nonindigenous crocodiles found in Florida 2000-2020 site:usgs.gov
gaia-80,1.0,4,4,0.361111,nonindigenous crocodiles Florida 2000-2020 site:usgs.gov,nonindigenous crocodiles Florida data site:usgs.gov,number of nonindigenous crocodiles in Florida from 2000 to 2020 site:usgs.gov,nonindigenous crocodiles Florida 2000-2020 site:usgs.gov
gaia-80,1.5,4,4,0.448413,nonindigenous crocodiles found Florida 2000 2020 site:usgs.gov,nonindigenous crocodiles found in Florida 2000 to 2020 site:usgs.gov,nonindigenous crocodiles in Florida 2000-2020 site:agleo.usgs.gov,Nonindigenous crocodiles in Florida site:usgs.gov
gaia-80,2.0,4,1,,,nonindigenous crocodiles Florida data USGS Nonindigenous Aquatic Species database years 2000 to 2020,,
gaia-81,0.0,4,4,0.000000,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397
gaia-81,0.3,4,4,0.000000,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397
gaia-81,0.7,4,4,0.000000,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397
gaia-81,1.0,4,4,0.000000,Federico Lauria 2014 dissertation footnote 397,footnote 397 2014 dissertation Federico Lauria,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397
gaia-81,1.5,4,4,0.304029,Federico Lauria 2014 dissertation footnote 397 source and Smithsonian paintings titles August 2023,Federico Lauria 2014 dissertation footnote 397 reference,Federico Lauria 2014 dissertation footnote 397,Federico Lauria 2014 dissertation footnote 397
gaia-81,2.0,4,0,,,,,
gaia-82,0.0,4,4,0.000000,largest and smallest county seats by land area in Washington state,largest and smallest county seats by land area in Washington state,largest and smallest county seats by land area in Washington state,largest and smallest county seats by land area in Washington state
gaia-82,0.3,4,4,0.055556,largest and smallest county seats by land area in Washington state,largest and smallest county seats by land area in Washington state,largest and smallest county seats by land area in Washington state,largest and smallest county seats by land area in Washington state 2020
gaia-82,0.7,4,4,0.120370,largest and smallest county seats by land area in Washington state,largest and smallest county seats by land area in Washington state 2020 census,largest and smallest county seats by land area in Washington state,largest and smallest county seats by land area in Washington state 2020
gaia-82,1.0,4,4,0.442890,population of county seats in Washington state 2020 census data site:data.census.gov,largest and smallest county seats by land area in Washington state,Washington state county seats population and land area data 2020 census,largest and smallest county seats by land area in Washington state
gaia-82,1.5,4,4,0.345960,Largest county seat by land area Washington state 2020 census population,population county seats by land area Washington state 2020 site:data.census.gov,Washington county seats 2020 census population and land area data,Washington State county seats 2020 census population and land area statistics
gaia-82,2.0,4,0,,,,,
gaia-85,0.0,4,4,0.000000,What is the derivative of f(x) = x^3 + 4x^2 - 3x + 8?,What is the derivative of f(x) = x^3 + 4x^2 - 3x + 8?,What is the derivative of f(x) = x^3 + 4x^2 - 3x + 8?,What is the derivative of f(x) = x^3 + 4x^2 - 3x + 8?
gaia-85,0.3,4,4,0.136364,derivative of f(x) = x^3 + 4x^2 - 3x + 8,What is the derivative of the function f(x) = x^3 + 4x^2 - 3x + 8?,derivative of f(x) = x^3 + 4x^2 - 3x + 8,derivative of f(x) = x^3 + 4x^2 - 3x + 8
gaia-85,0.7,4,4,0.702887,Newton's Method application example,Newton's Method steps for function f(x) = x^3 + 4x^2 - 3x + 8 starting from x0 = -5,calculate f(-5) and f'(-5) for f(x) = x^3 + 4x^2 - 3x + 8,calculate the derivative of f(x) = x^3 + 4x^2 - 3x + 8
gaia-85,1.0,4,4,0.826720,Newton's Method formula and iterations for f(x) = x^3 + 4x^2 - 3x + 8 starting from x0 = -5,Newton's Method explanation and application steps,Newton's Method explanation and convergence criteria,What is the derivative of the function f(x) = x^3 + 4x^2 - 3x + 8?
gaia-85,1.5,4,4,0.780785,Newton's method iteratively for f(x) = x^3 + 4x^2 - 3x + 8 with x0 = -5,Calculating roots using Newton's method step by step for function f(x); initial guess x_0 = -5; f(x) = x^3 + 4x^2 - 3n + 8.,derive the derivative of f(x) = x^3 + 4x^2 - 3x + 8,Newton's Method iteration example calculations
gaia-85,2.0,4,0,,,,,
gaia-86,0.0,4,0,,,,,
gaia-86,0.3,4,0,,,,,
gaia-86,0.7,4,0,,,,,
gaia-86,1.0,4,1,,,,"implications of ""At least one of us is human"" in vampire logic",
gaia-86,1.5,4,0,,,,,
gaia-86,2.0,4,0,,,,,
gaia-89,0.0,4,4,0.300000,Caesar cipher decryption tool,Caesar cipher decryption tool,Caesar cipher decryption tool,how to decrypt a Caesar cipher
gaia-89,0.3,4,4,0.504630,how to decrypt a Caesar cipher,Caesar cipher decoder,how to decrypt a Caesar cipher,decrypt Caesar cipher Zsmxsm sc sx Zyvilsec Zvkjk
gaia-89,0.7,4,4,0.474074,decrypt Caesar cipher Zsmxsm sc sx Zyvilsec Zvkjk,decode Caesar cipher Zsmxsm sc sx Zyvilsec Zvkjk,Caesar cipher decoder tool,decrypt Caesar cipher Zsmxsm sc sx Zyvilsec Zvkjk
gaia-89,1.0,4,4,0.466667,how to decode a Caesar cipher,how to decrypt a Caesar cipher,how to decrypt a Caesar cipher,Caesar cipher decoder tool
gaia-89,1.5,4,4,0.702786,how to decrypt a Caesar cipher,Caesar cipher decryption method and common shifts,"decrypt Caesar cipher with message ""Zsmxsm sc sx Zyvilsec Zvkjk""",Caesar cipher decryption methods
gaia-89,2.0,4,0,,,,,
gaia-9,0.0,4,4,0.440741,optimal ball choice in a game with random ejection mechanics,optimal strategy for choosing a ball in a game with random ejection mechanics,optimal choice for ping-pong ball game strategy,optimal choice for ping-pong ball game strategy
gaia-9,0.3,4,4,0.440741,optimal strategy for picking a ball in a game with random ejection mechanics,optimal choice for ping-pong ball game strategy,optimal ball choice in a game with random ejection mechanics,optimal strategy for choosing a ball in a game with random ejection mechanics
gaia-9,0.7,4,3,0.771795,analyze the mechanics of a game involving random ejection of balls and winning strategies,ping-pong ball game strategy probability,optimal strategy for selecting a ball in a game with random ejection mechanics,
gaia-9,1.0,4,2,0.923077,,optimal choice for picking a ball in a game with multiple ejection mechanics,,Pick That Ping-Pong game probability strategy analysis
gaia-9,1.5,4,4,0.895791,analyze picking strategy for ping-pong game based on ejection mechanics,optimal strategy for choosing balls in a piston throwing game,determine odds for selecting balls in a game resembling roulette and controlled by mechanics like pistons,"optimal strategy for picking a ball in a riddle, games involving alternating decisions, daily lottery games so common"
gaia-9,2.0,4,0,,,,,
gaia-91,0.0,4,4,0.071429,Asian countries with monarchy and access to the sea 2021 site:wikipedia.org,Asian countries with monarchy and access to the sea 2021,Asian countries with monarchy and access to the sea 2021 site:wikipedia.org,Asian countries with monarchy and access to the sea 2021 site:wikipedia.org
gaia-91,0.3,4,4,0.000000,Asian countries with monarchy and access to the sea 2021,Asian countries with monarchy and access to the sea 2021,Asian countries with monarchy and access to the sea 2021,Asian countries with monarchy and access to the sea 2021
gaia-91,0.7,4,4,0.151786,number of Asian countries with monarchy and access to the sea 2021 site:wikipedia.org,Asian countries with monarchy and access to the sea 2021 site:wikipedia.org,Asian countries with monarchy and access to the sea 2021,Asian countries with monarchy and access to the sea 2021
gaia-91,1.0,4,4,0.154762,number of Asian countries with monarchy and access to the sea 2021,Asian countries with monarchy and access to the sea in 2021,Asian countries with monarchy and access to the sea 2021 site:wikipedia.org,number of Asian countries with monarchy and access to the sea 2021
gaia-91,1.5,4,4,0.207341,Asian countries with monarchy and access to the sea 2021,number of Asian countries with monarchy and access to the sea in 2021,how many Asian countries had a monarchy and access to the sea in 2021,number of Asian countries with monarchy and access to sea 2021 site:wikipedia.org
gaia-91,2.0,4,0,,,,,
gaia-93,0.0,4,4,0.205357,song performed by rooster and hamster animated videos,composer of song performed by rooster and hamster in animated videos,song composed by rooster and hamster animated videos,song performed by rooster and hamster animated videos
gaia-93,0.3,4,4,0.291667,composer of the song performed by a rooster and a hamster in animated videos,song composed rooster hamster animated videos separate tempos different lyrics,song performed by a rooster and a hamster animated videos composer,song performed by a rooster and a hamster animated videos composer
gaia-93,0.7,4,4,0.181818,song performed by rooster and hamster animated videos separate tempos different lyrics composer,song performed by rooster and hamster animated videos composer,composer of the song performed by rooster and hamster animated videos,composer of song performed by rooster and hamster in animated videos
gaia-93,1.0,4,4,0.312771,song performed by a rooster and a hamster animated videos,song performed by rooster and hamster animated videos composer,song composed by a rooster and a hamster in animated videos with different tempos and lyrics,song performed by a rooster and a hamster animated videos composer
gaia-93,1.5,4,4,0.490951,composer of song performed by rooster and hamster with different tempos and lyrics,animated rooster and hamster song composer,composer of song performed by a rooster and a hamster in separate animated videos,song performed by a rooster and hamster animated videos separately
gaia-93,2.0,4,0,,,,,
gaia-95,0.0,4,4,0.416667,words_alpha dictionary site:github.com,words_alpha dictionary site:github.com,"longest words from Boggle board ABRL, EITE, IONS, FPEI using words_alpha dictionary",words_alpha dictionary site:github.com
gaia-95,0.3,4,4,0.604762,words_alpha dictionary site:github.com,longest word from Boggle board ABRL EITE IONS FPEI using words_alpha dictionary,"longest words from Boggle board ABRL, EITE, IONS, FPEI using words_alpha dictionary",longest words from Boggle board ABRL EITE IONS FPEI using words_alpha dictionary
gaia-95,0.7,4,4,0.542347,longest words from Boggle board ABRL EITE IONS FPEI using words_alpha dictionary,words_alpha dictionary site:github.com,longest words from Boggle board ABRL EITE IONS FPEI using words_alpha dictionary,Boggle solver words_alpha dictionary longest word ABRL EITE IONS FPEI
gaia-95,1.0,4,4,0.749929,longest words from Boggle board ABRL EITE IONS FPEI using words_alpha dictionary,GitHub dwyl english-words dictionary file,Boggle solver using words_alpha dictionary,longest word finder Boggle board using words_alpha dictionary
gaia-95,1.5,4,4,0.896150,longest words from Boggle board using words_alpha from https://github.com/dwyl/english-words,words_alpha dictionary site:github.com,"longest words from Boggle board ABRL, EITE, IONS, FPEI",Boggle word solver tool that uses custom boards
gaia-95,2.0,4,0,,,,,
gaia-96,0.0,4,4,0.450000,"equine veterinarian site:libretexts.org ""Marisa Alviar-Agnew"" ""Henry Agnew"" ""CK-12 license""",equine veterinarian Marisa Alviar-Agnew Henry Agnew CK-12 license LibreText's Introductory Chemistry materials 08/21/2023,"equine veterinarian site:libretexts.org ""Marisa Alviar-Agnew"" ""Henry Agnew"" ""CK-12 license""","equine veterinarian site:libretexts.org ""Marisa Alviar-Agnew"" ""Henry Agnew"" ""CK-12 license"""
gaia-96,0.3,4,4,0.367216,equine veterinarian Marisa Alviar-Agnew Henry Agnew CK-12 license LibreText's Introductory Chemistry materials,equine veterinarian site:ck12.org Marisa Alviar-Agnew Henry Agnew Introductory Chemistry,equine veterinarian Marisa Alviar-Agnew Henry Agnew CK-12 license LibreText's Introductory Chemistry materials 08/21/2023,equine veterinarian site:libretexts.org Marisa Alviar-Agnew Henry Agnew CK-12 license
gaia-96,0.7,4,4,0.405678,equine veterinarian Marisa Alviar-Agnew Henry Agnew CK-12 LibreText's Introductory Chemistry materials,equine veterinarian Marisa Alviar-Agnew Henry Agnew CK-12 license LibreText Introductory Chemistry,equine veterinarian site:libretexts.org Marisa Alviar-Agnew Henry Agnew,surname of equine veterinarian in CK-12 Introductory Chemistry materials by Marisa Alviar-Agnew & Henry Agnew
gaia-96,1.0,4,4,0.717049,equine veterinarian site:libretexts.org,equine veterinarian Marisa Alviar-Agnew Henry Agnew CK-12 license LibreText Introductory Chemistry 08/21/2023,"equine veterinarian site:libretexts.org ""1.E Exercises"" ""Marisa Alviar-Agnew"" ""Henry Agnew""",equine veterinarian Marisa Alviar-Agnew Henry Agnew CK-12 license LibreText Introductory Chemistry materials
gaia-96,1.5,4,3,0.473859,equine veterinarian referred in 1.E Exercises CK-12 materials by Marisa Alviar-Agnew & Henry Agnew,,equine veterinarian Marisa Alviar-Agnew Henry Agnew CK-12 Introductory Chemistry materials,equine veterinarian Marisa Alviar-Agnew Henry Agnew site:libretexts.org
gaia-96,2.0,4,0,,,,,
gaia-97,0.0,4,4,0.166667,countries with gross savings over 35% of GDP from 2001 to 2010 site:worldbank.org,countries with gross savings over 35% of GDP 2001-2010 site:worldbank.org,countries with gross savings over 35% of GDP 2001-2010 site:worldbank.org,countries with gross savings over 35% of GDP 2001-2010 site:worldbank.org
gaia-97,0.3,4,4,0.166667,countries with gross savings over 35% of GDP 2001-2010 site:worldbank.org,countries with gross savings over 35% of GDP 2001-2010 site:worldbank.org,countries with gross savings over 35% of GDP 2001-2010 World Bank,countries with gross savings over 35% of GDP 2001-2010 site:worldbank.org
gaia-97,0.7,4,4,0.313131,countries gross savings over 35% of GDP World Bank 2001-2010,countries gross savings over 35% of GDP 2001-2010 site:worldbank.org,countries with gross savings over 35% of GDP 2001-2010 site:worldbank.org,countries with gross savings over 35% of GDP from 2001 to 2010 site:worldbank.org
gaia-97,1.0,4,4,0.222222,countries with gross savings over 35% of GDP 2001-2010 site:worldbank.org,World Bank gross savings over 35% of GDP countries 2001-2010,World Bank countries gross savings over 35% GDP 2001-2010,countries with gross savings over 35% of GDP 2001-2010 site:worldbank.org
gaia-97,1.5,4,3,0.392929,World Bank gross savings over 35% of GDP countries 2001-2010,,gross savings over 35% of GDP countries 2001-2010 site:worldbank.org,countries with gross savings over 35% of GDP from 2001 to 2010 World Bank
gaia-97,2.0,4,0,,,,,
gaia-98,0.0,4,4,0.145455,sale price of 2072 Akaikai Loop Pearl City Hawaii 2022,2072 Akaikai Loop Pearl City Hawaii sold price 2022,sale price of 2072 Akaikai Loop Pearl City Hawaii 2022,2072 Akaikai Loop Pearl City Hawaii home sale price 2022
gaia-98,0.3,4,4,0.000000,sale price of 2072 Akaikai Loop Pearl City Hawaii 2022,sale price of 2072 Akaikai Loop Pearl City Hawaii 2022,2072 Akaikai Loop Pearl City Hawaii 2022 sale price,sale price of 2072 Akaikai Loop Pearl City Hawaii 2022
gaia-98,0.7,4,4,0.066667,2072 Akaikai Loop Pearl City Hawaii 2022 home sale price,sale price of 2072 Akaikai Loop Pearl City Hawaii 2022,2072 Akaikai Loop Pearl City Hawaii 2022 home sale price,2072 Akaikai Loop Pearl City Hawaii sale price 2022
gaia-98,1.0,4,4,0.349206,homes sold in Pearl City Hawaii 2022 2072 Akaikai Loop 2017 Komo Mai Drive,selling price of 2072 Akaikai Loop Pearl City Hawaii 2022,2072 Akaikai Loop Pearl City Hawaii sold price 2022,sale price of 2072 Akaikai Loop Pearl City Hawaii 2022
gaia-98,1.5,4,4,0.234848,2072 Akaikai Loop Pearl City Hawaii sold price 2022,2072 Akaikai Loop Pearl City Hawaii 2022 sale price,2072 Akaikai Loop Pearl City Hawaii home sale price 2022,2072 Akaikai Loop Pearl City HI sale price 2022
gaia-98,2.0,4,0,,,,,
gaia-99,0.0,4,1,,,,"Identify vegetables from the list: milk, eggs, flour, whole bean coffee, Oreos, sweet potatoes, fresh basil, plums, green beans, rice, corn, bell pepper, whole allspice, acorns, broccoli, celery, zucc",
gaia-99,0.3,4,1,,,,,"categorize the following foods into vegetables: milk, eggs, flour, whole bean coffee, Oreos, sweet potatoes, fresh basil, plums, green beans, rice, corn, bell pepper, whole allspice, acorns, broccoli,"
gaia-99,0.7,4,2,0.000000,"identify vegetables from the list: milk, eggs, flour, whole bean coffee, Oreos, sweet potatoes, fresh basil, plums, green beans, rice, corn, bell pepper, whole allspice, acorns, broccoli, celery, zucc","Identify vegetables from this list: milk, eggs, flour, whole bean coffee, Oreos, sweet potatoes, fresh basil, plums, green beans, rice, corn, bell pepper, whole allspice, acorns, broccoli, celery, zuc",,
gaia-99,1.0,4,1,,"classify the following foods as vegetables: sweet potatoes, fresh basil, green beans, corn, bell pepper, broccoli, celery, zucchini, lettuce",,,
gaia-99,1.5,4,0,,,,,
gaia-99,2.0,4,0,,,,,
